cid	len
1008146	214
1008151	233
1008168	188
1008171	202
1008176	317
1008181	211
1008188	183
1008191	185
1008193	226
1008194	192
1008196	192
1008197	199
1008200	228
1008207	339
1008217	209
1008226	178
1008229	223
1008231	185
1008234	600
1008235	217
1008237	193
1008252	174
1008254	368
1008261	523
1008276	204
1008283	421
1008290	206
1008295	246
1008300	281
1008304	398
1008328	193
1008329	402
1008333	220
1008334	172
1008336	251
1008360	187
1008369	731
1008380	548
1008393	177
1008397	198
1008398	249
1008400	217
1008405	300
1008407	257
1008409	174
1008419	212
1008421	202
1008423	540
1008444	230
1008446	167
1008450	327
1008451	315
1008458	196
1008467	530
1008469	304
1008475	227
1008477	269
1008509	375
1008513	242
1008528	266
1008544	180
1008551	501
1008559	207
1008571	192
1008579	177
1008584	488
1008614	176
1008615	283
1008617	176
1008618	222
1008628	255
1008631	401
1008633	164
1008640	233
1008650	245
1008680	188
1008684	199
1008690	108
1008691	187
1008699	344
1008706	189
1008708	177
1008723	215
1008724	184
1008733	751
1008737	206
1008738	201
1008746	193
1008747	187
1008748	183
1008754	186
1008760	190
1008772	266
1008793	226
1008796	180
1008802	1217
1008811	205
1008818	209
1008822	327
1008829	291
1008831	581
1008837	215
1008850	255
1008861	186
1008868	193
1008870	190
1008888	210
1008898	217
1008901	229
1008921	194
1008938	475
1008942	202
1008943	197
1008960	305
1008979	215
1008989	174
1008992	239
1009006	186
1009015	205
1009021	167
1009026	181
1009030	186
1009031	232
1009047	204
1009064	187
1009070	257
1009071	180
1009076	188
1009080	419
1009082	192
1009097	272
1009098	318
1009110	186
1009116	187
1009128	247
1009143	257
1009148	174
1009152	206
1009160	213
1009161	168
1009188	190
1009194	187
1009197	326
1009198	261
1009200	318
1009203	183
1009212	184
1009218	265
1009220	437
1009232	159
1009233	262
1009237	235
1009241	180
1009242	586
1009251	180
1009259	223
1009273	173
1009276	254
1009281	261
1009295	183
1009306	258
1009307	184
1009325	237
1009340	259
1009341	199
1009345	196
1009353	204
1009364	259
1009368	230
1009399	231
1009401	304
1009403	223
1009407	188
1009408	155
1009409	179
1009426	230
1009430	180
1009443	238
1009444	266
1009446	202
1009469	199
1009470	155
1009472	210
1009475	232
1009479	214
1009485	180
1009486	202
1009494	181
1009501	202
1009509	549
1009522	227
1009535	229
1009542	274
1009544	220
1009546	205
1009547	234
1009558	186
1009561	186
1009574	196
1009589	196
1009624	174
1009627	352
1009631	193
1009636	245
1009638	288
1009640	162
1009664	218
1009675	177
1009678	209
1009681	311
1009684	180
1009688	326
1009691	193
1009695	444
1009706	247
1009708	383
1009713	305
1009715	249
1009720	248
1009725	217
1009727	164
1009735	324
1009743	320
1009763	179
1009767	183
1009783	539
1009789	193
1009790	190
1009827	357
1009836	283
1009859	255
1009860	242
1009867	181
1009870	161
1009874	726
1009883	544
1009891	208
1009903	204
1009906	565
1009909	203
1009912	301
1009913	254
1009914	361
1009923	283
1009931	340
1009935	197
1009937	191
1009939	291
1009944	190
1009947	231
1009949	168
1009954	178
1009955	263
1009956	260
1009957	214
1009971	244
1009972	262
1009973	187
1009976	630
1009985	191
1009997	275
1010002	189
1010017	209
1010019	198
1010023	300
1010031	355
1010032	657
1010033	186
1010035	406
1010043	190
1010055	159
1010068	210
1010074	345
1010075	186
1010080	352
1010081	206
1010089	268
1010096	179
1010103	217
1010108	259
1010115	474
1010138	219
1010145	178
1010148	127
1010150	831
1010161	201
1010167	289
1010181	191
1010185	243
1010196	276
1010204	193
1010211	255
1010224	332
1010235	187
1010250	260
1010266	314
1010267	201
1010274	174
1010276	199
1010291	197
1010301	202
1010307	161
1010312	257
1010317	247
1010320	202
1010326	258
1010349	200
1010351	220
1010354	227
1010367	206
1010368	180
1010369	212
1010370	181
1010378	102
1010385	228
1010390	180
1010396	152
1010417	205
1010418	189
1010434	181
1010449	309
1010451	211
1010466	247
1010473	197
1010489	202
1010490	221
1010495	186
1010504	614
1010506	295
1010508	212
1010509	216
1010512	180
1010515	247
1010518	190
1010536	208
1010545	188
1010546	190
1010547	211
1010553	202
1010559	181
1010567	173
1010574	295
1010580	195
1010591	288
1010592	193
1010597	177
1010598	334
1010622	648
1010630	174
1010638	187
1010647	175
1010655	275
1010660	187
1010662	227
1010666	259
1010668	198
1010669	246
1010685	238
1010690	266
1010705	218
1010706	191
1010709	168
1010710	205
1010714	239
1010722	1070
1010743	161
1010754	217
1010776	265
1010806	196
1010813	380
1010834	585
1010846	172
1010853	345
1010861	192
1010873	194
1010891	376
1010905	352
1010910	253
1010914	408
1010941	414
1010952	181
1010956	279
1010960	175
1010961	213
1010967	332
1010973	185
1010974	47
1010982	202
1010983	200
1010986	446
1010987	313
1010992	233
1011007	180
1011013	209
1011017	690
1011021	231
1011022	190
1011034	312
1011041	360
1011053	205
1011059	192
1011075	205
1011078	264
1011079	322
1011088	249
1011092	324
1011097	167
1011101	466
1011105	193
1011115	199
1011116	252
1011124	192
1011128	461
1011129	374
1011135	243
1011136	318
1011139	190
1011143	184
1011145	371
1011147	403
1011157	276
1011169	183
1011171	400
1011186	268
1011189	186
1011190	201
1011192	373
1011203	208
1011208	186
1011209	198
1011211	219
1011214	190
1011224	209
1011225	187
1011229	331
1011236	619
1011240	370
1011247	187
1011257	253
1011261	284
1011268	203
1011269	268
1011272	330
1011274	406
1011280	181
1011281	208
1011282	285
1011284	465
1011289	350
1011294	205
1011304	182
1011308	282
1011317	330
1011326	187
1011336	584
1011340	172
1011343	201
1011353	218
1011361	236
1011367	160
1011370	184
1011375	199
1011381	363
1011384	231
1011387	271
1011400	202
1011402	530
1011403	198
1011419	181
1011426	264
1011429	285
1011440	180
1011449	423
1011451	450
1011482	205
1011484	304
1011490	231
1011504	700
1011505	303
1011506	501
1011518	178
1011520	247
1011532	314
1011544	210
1011548	247
1011549	202
1011559	208
1011581	193
1011583	435
1011584	180
1011591	190
1011592	176
1011593	407
1011606	245
1011609	208
1011625	323
1011634	197
1011663	195
1011670	221
1011672	205
1011679	156
1011681	186
1011684	215
1011691	217
1011692	192
1011693	206
1011713	178
1011722	167
1011745	300
1011746	186
1011751	207
1011760	286
1011771	196
1011778	189
1011781	178
1011789	186
1011790	235
1011791	268
1011803	152
1011814	297
1011818	178
1011831	206
1011840	163
1011845	213
1011854	161
1011855	183
1011857	183
1011873	188
1011886	234
1011893	192
1011899	171
1011914	263
1011931	293
1011932	191
1011961	223
1011963	265
1011967	214
1011979	201
1011993	419
1011996	409
1012000	253
1012010	217
1012011	345
1012018	227
1012021	190
1012026	183
1012027	187
1012033	202
1012044	197
1012049	220
1012050	170
1012052	258
1012055	222
1012068	188
1012072	187
1012073	181
1012076	265
1012097	183
1012098	357
1012107	177
1012119	157
1012120	245
1012122	253
1012130	181
1012156	224
1012167	263
1012170	185
1012176	244
1012178	311
1012183	147
1012184	184
1012189	414
1012194	257
1012199	192
1012201	274
1012202	276
1012211	190
1012231	325
1012238	249
1012251	214
1012256	273
1012270	181
1012282	199
1012286	203
1012290	196
1012294	209
1012299	169
1012309	460
1012322	271
1012332	187
1012334	275
1012340	425
1012359	180
1012369	191
1012389	190
1012435	231
1012445	377
1012451	167
1012453	257
1012470	230
1012498	190
1012548	180
1012552	419
1012558	201
1012561	196
1012563	218
1012564	232
1012570	197
1012573	199
1012590	159
1012604	375
1012612	380
1012614	197
1012616	190
1012622	180
1012628	182
1012639	193
1012643	181
1012649	524
1012657	258
1012659	205
1012674	255
1012681	294
1012689	202
1012690	182
1012705	278
1012707	187
1012708	193
1012714	177
1012720	322
1012722	168
1012724	194
1012730	288
1012735	209
1012741	199
1012754	203
1012757	197
1012760	204
1012769	278
1012771	197
1012791	232
1012801	205
1012809	366
1012810	182
1012822	179
1012840	243
1012844	482
1012845	275
1012846	261
1012851	193
1012852	200
1012859	170
1012868	356
1012870	205
1012880	232
1012888	398
1012889	270
1012912	225
1012925	278
1012946	261
1012954	244
1012968	232
1012970	191
1012975	155
1012978	271
1012979	196
1012990	188
1012996	250
1013002	180
1013004	250
1013011	263
1013018	265
1013020	202
1013021	174
1013029	159
1013034	172
1013036	171
1013048	223
1013051	313
1013064	323
1013067	330
1013077	214
1013078	277
1013080	329
1013086	240
1013089	177
1013091	248
1013096	207
1013106	200
1013127	195
1013130	193
1013137	375
1013150	170
1013156	187
1013158	259
1013161	337
1013169	178
1013181	189
1013183	193
1013184	234
1013197	543
1013212	193
1013226	159
1013233	191
1013237	198
1013247	184
1013283	323
1013287	190
1013291	219
1013295	190
1013297	191
1013301	271
1013310	179
1013312	197
1013321	201
1013327	199
1013335	302
1013336	249
1013337	168
1013338	356
1013345	373
1013347	298
1013360	167
1013380	264
1013382	196
1013388	190
1013389	171
1013390	249
1013394	340
1013396	395
1013399	200
1013404	236
1013405	279
1013406	170
1013411	199
1013413	258
1013414	171
1013417	223
1013433	214
1013437	206
1013442	301
1013450	226
1013462	181
1013466	230
1013471	164
1013474	246
1013478	350
1013488	137
1013508	196
1013510	222
1013523	312
1013532	216
1013534	193
1013545	199
1013547	187
1013550	185
1013555	184
1013560	185
1013567	369
1013568	313
1013569	260
1013576	265
1013596	188
1013616	637
1013630	217
1013632	212
1013643	160
1013645	196
1013650	442
1013653	209
1013658	187
1013659	199
1013667	462
1013674	199
1013693	195
1013707	271
1013709	203
1013712	190
1013715	182
1013720	305
1013721	202
1013723	180
1013728	190
1013729	342
1013760	160
1013781	190
1013788	266
1013812	241
1013819	189
1013825	192
1013830	337
1013833	200
1013841	163
1013845	175
1013852	470
1013853	314
1013867	181
1013870	316
1013872	255
1013876	298
1013877	670
1013879	251
1013890	268
1013895	223
1013912	188
1013916	209
1013917	193
1013919	355
1013920	218
1013930	195
1013934	350
1013946	195
1013952	264
1013966	269
1013968	202
1013974	392
1013975	320
1013976	174
1013984	182
1013989	338
1013993	180
1013999	355
1014000	168
1014007	316
1014011	174
1014017	220
1014023	275
1014032	181
1014033	243
1014034	208
1014037	214
1014038	191
1014040	420
1014041	229
1014043	193
1014046	337
1014048	245
1014053	278
1014058	343
1014066	183
1014069	276
1014072	198
1014079	186
1014085	181
1014113	236
1014119	241
1014120	871
1014124	158
1014138	186
1014145	174
1014149	190
1014152	290
1014161	314
1014164	357
1014165	189
1014181	181
1014190	258
1014191	183
1014192	366
1014193	202
1014201	364
1014212	232
1014213	529
1014215	270
1014222	178
1014223	364
1014225	200
1014235	190
1014239	197
1014242	478
1014243	153
1014246	186
1014252	202
1014259	423
1014264	200
1014271	374
1014277	219
1014279	180
1014281	204
1014282	185
1014287	237
1014292	240
1014296	226
1014297	221
1014298	193
1014299	185
1014305	218
1014313	415
1014316	178
1014324	166
1014328	221
1014333	184
1014341	192
1014342	185
1014345	187
1014354	190
1014369	215
1014371	223
1014375	162
1014383	159
1014386	239
1014395	184
1014400	196
1014410	198
1014413	236
1014425	214
1014436	191
1014437	221
1014450	200
1014454	174
1014468	214
1014472	455
1014473	616
1014476	178
1014478	190
1014483	240
1014490	224
1014493	174
1014498	391
1014500	222
1014508	187
1014510	193
1014517	470
1014520	282
1014525	181
1014530	213
1014550	170
1014570	536
1014573	327
1014585	208
1014596	156
1014598	446
1014600	192
1014616	238
1014618	180
1014622	182
1014627	260
1014633	171
1014639	187
1014653	196
1014663	252
1014684	257
1014707	161
1014720	242
1014723	193
1014727	244
1014748	156
1014753	175
1014773	196
1014777	552
1014778	221
1014780	227
1014784	193
1014785	229
1014788	561
1014809	187
1014814	228
1014818	217
1014839	211
1014847	182
1014853	354
1014861	362
1014864	244
1014869	173
1014873	209
1014880	167
1014902	166
1014916	171
1014929	187
1014933	194
1014936	213
1014940	186
1014941	302
1014949	458
1014953	224
1014971	203
1014983	187
1015006	174
1015016	295
1015017	171
1015019	362
1015022	160
1015028	187
1015033	208
1015035	174
1015036	205
1015040	295
1015046	180
1015049	310
1015052	205
1015053	192
1015057	190
1015063	266
1015064	210
1015069	201
1015071	185
1015078	184
1015080	186
1015090	255
1015091	187
1015102	250
1015114	196
1015117	193
1015118	225
1015128	281
1015129	251
1015136	189
1015144	188
1015146	200
1015151	395
1015153	394
1015154	225
1015166	182
1015168	180
1015179	237
1015186	183
1015188	182
1015197	271
1015198	178
1015202	248
1015205	187
1015207	176
1015215	310
1015225	228
1015232	504
1015243	339
1015250	231
1015259	192
1015262	248
1015264	287
1015269	187
1015273	224
1015284	181
1015285	202
1015289	191
1015297	296
1015305	430
1015310	233
1015316	234
1015324	251
1015334	202
1015337	187
1015341	254
1015344	223
1015345	191
1015361	168
1015362	253
1015364	179
1015371	211
1015376	555
1015378	185
1015379	208
1015386	187
1015394	193
1015395	267
1015402	162
1015406	211
1015410	192
1015423	386
1015425	163
1015427	199
1015430	282
1015433	443
1015436	213
1015438	205
1015441	193
1015445	255
1015447	191
1015452	198
1015455	287
1015461	205
1015462	274
1015463	183
1015475	210
1015483	194
1015492	193
1015493	204
1015498	261
1015507	174
1015510	352
1015516	252
1015520	193
1015525	254
1015536	257
1015541	192
1015543	196
1015546	558
1015557	225
1015564	186
1015581	193
1015583	281
1015592	243
1015596	457
1015613	187
1015620	187
1015622	184
1015624	285
1015625	383
1015626	504
1015632	247
1015633	181
1015634	268
1015636	223
1015639	265
1015641	416
1015650	193
1015673	664
1015674	203
1015695	188
1015697	188
1015704	177
1015712	211
1015721	333
1015724	199
1015727	181
1015736	195
1015739	205
1015746	223
1015766	185
1015769	196
1015770	180
1015779	174
1015792	184
1015795	425
1015799	228
1015808	216
1015814	231
1015818	168
1015854	220
1015857	187
1015877	271
1015890	196
1015904	208
1015911	299
1015915	482
1015917	203
1015928	199
1015940	170
1015949	293
1015955	182
1015965	178
1015975	202
1015977	193
1015998	199
1016007	226
1016009	226
1016019	202
1016027	556
1016042	409
1016047	230
1016050	197
1016051	273
1016055	238
1016058	157
1016065	369
1016085	188
1016090	242
1016091	314
1016097	186
1016099	194
1016101	412
1016112	408
1016124	174
1016128	616
1016145	140
1016152	193
1016154	249
1016166	181
1016177	183
1016187	265
1016192	194
1016193	198
1016196	253
1016205	178
1016206	597
1016212	189
1016213	235
1016218	218
1016219	592
1016238	178
1016242	214
1016258	183
1016267	204
1016272	178
1016289	171
1016302	297
1016320	205
1016326	180
1016331	220
1016333	221
1016340	181
1016345	251
1016354	217
1016355	267
1016360	186
1016362	235
1016363	174
1016373	180
1016391	218
1016392	205
1016410	129
1016412	184
1016416	130
1016419	193
1016423	202
1016429	186
1016430	394
1016453	247
1016466	187
1016467	212
1016472	290
1016473	182
1016485	216
1016490	662
1016496	177
1016502	214
1016506	178
1016510	242
1016516	263
1016517	324
1016526	201
1016532	213
1016536	247
1016554	214
1016562	185
1016569	186
1016571	196
1016578	174
1016591	236
1016593	185
1016599	219
1016605	204
1016628	405
1016636	490
1016638	219
1016652	238
1016655	337
1016656	199
1016657	241
1016658	178
1016673	332
1016677	433
1016683	189
1016691	149
1016692	318
1016696	180
1016700	263
1016716	187
1016721	183
1016725	314
1016739	158
1016740	208
1016741	209
1016749	337
1016755	200
1016766	266
1016775	198
1016780	181
1016784	213
1016793	260
1016805	180
1016807	239
1016835	197
1016840	204
1016850	177
1016859	219
1016861	218
1016866	193
1016881	252
1016902	187
1016933	181
1016942	291
1016963	238
1016974	290
1016976	206
1016989	197
1016990	180
1016991	208
1016996	185
1017005	192
1017006	434
1017007	411
1017027	444
1017028	414
1017037	172
1017044	184
1017051	188
1017063	178
1017064	224
1017087	193
1017095	353
1017099	299
1017105	638
1017114	183
1017115	208
1017120	337
1017126	199
1017133	166
1017135	319
1017161	211
1017165	269
1017172	268
1017183	166
1017205	246
1017216	205
1017225	193
1017232	210
1017235	235
1017266	216
1017276	295
1017279	253
1017303	227
1017319	192
1017326	202
1017331	210
1017347	190
1017359	249
1017370	173
1017387	165
1017388	166
1017394	222
1017398	187
1017400	187
1017410	900
1017414	193
1017416	254
1017434	284
1017454	276
1017455	271
1017532	193
1017534	331
1017546	228
1017549	174
1017550	330
1017570	510
1017577	343
1017581	253
1017585	639
1017589	346
1017600	410
1017608	193
1017615	142
1017630	230
1017631	247
1017634	202
1017651	312
1017653	152
1017663	180
1017713	231
1017736	620
1017742	193
1017743	187
1017751	281
1017761	177
1017781	254
1017787	256
1017797	209
1017806	409
1017808	217
1017813	207
1017822	179
1017826	193
1017828	144
1017844	188
1017900	176
1017919	293
1017926	179
1017928	190
1017937	247
1017938	248
1017944	217
1017957	199
1017978	209
1017985	181
1018036	186
1018044	222
1018045	199
1018075	211
1018078	245
1018080	227
1018092	236
1018097	183
1018112	205
1018113	205
1018116	244
1018124	309
1018129	165
1018147	244
1018154	185
1018168	354
1018170	255
1018186	199
1018190	378
1018209	237
1018224	184
1018227	459
1018230	220
1018232	180
1018237	205
1018238	150
1018252	337
1018255	484
1018262	413
1018263	289
1018290	180
1018294	196
1018296	196
1018318	214
1018327	276
1018330	180
1018332	218
1018338	229
1018345	256
1018357	343
1018361	196
1018362	140
1018366	137
1018384	227
1018386	233
1018389	263
1018401	199
1018438	217
1018451	220
1018459	271
1018479	254
1018481	252
1018507	459
1018509	175
1018519	265
1018521	181
1018526	207
1018540	103
1018544	189
1018563	217
1018564	149
1018567	235
1018568	179
1018599	186
1018614	437
1018615	168
1018622	178
1018627	202
1018642	181
1018648	279
1018649	215
1018658	808
1018664	193
1018665	219
1018685	190
1018699	196
1018706	143
1018724	491
1018729	229
1018735	187
1018736	219
1018740	187
1018748	191
1018759	161
1018765	294
1018782	214
1018785	313
1018793	185
1018795	236
1018802	198
1018803	184
1018809	165
1018813	174
1018814	253
1018818	317
1018839	201
1018846	281
1018848	264
1018861	239
1018875	186
1018877	212
1018886	160
1018887	190
1018890	190
1018905	208
1018907	285
1018909	245
1018917	126
1018926	147
1018929	209
1018938	210
1018944	245
1018951	196
1018992	181
1018993	268
1019005	200
1019012	326
1019027	202
1019035	366
1019038	188
1019039	183
1019048	226
1019049	211
1019050	288
1019052	247
1019055	159
1019074	233
1019080	196
1019085	166
1019089	262
1019090	180
1019092	288
1019098	184
1019110	223
1019115	186
1019117	460
1019123	202
1019127	227
1019131	217
1019133	168
1019140	190
1019162	206
1019163	224
1019178	205
1019204	186
1019210	208
1019230	184
1019237	185
1019239	193
1019240	194
1019265	222
1019275	196
1019278	307
1019280	252
1019281	194
1019282	543
1019284	222
1019288	217
1019298	289
1019308	198
1019331	175
1019332	192
1019346	201
1019348	371
1019354	531
1019356	309
1019372	198
1019380	314
1019383	218
1019388	790
1019389	204
1019396	194
1019399	616
1019408	408
1019413	190
1019417	268
1019431	269
1019433	198
1019442	256
1019448	188
1019458	186
1019464	196
1019468	193
1019479	199
1019483	192
1019485	226
1019488	139
1019491	161
1019498	248
1019501	187
1019508	183
1019518	184
1019519	251
1019526	278
1019536	190
1019546	225
1019550	296
1019581	210
1019603	282
1019605	191
1019625	213
1019637	181
1019638	177
1019648	180
1019660	229
1019661	184
1019662	1341
1019667	328
1019671	185
1019708	200
1019724	205
1019737	183
1019740	228
1019743	234
1019747	150
1019750	217
1019751	220
1019755	193
1019759	258
1019763	255
1019766	187
1019791	205
1019792	254
1019802	257
1019804	238
1019805	160
1019806	181
1019809	173
1019851	183
1019862	185
1019880	293
1019887	162
1019891	174
1019914	182
1019917	493
1019919	303
1019920	174
1019935	323
1019948	1144
1019957	227
1019967	193
1019968	202
1019978	298
1019979	181
1019983	350
1020025	320
1020027	301
1020041	193
1020045	268
1020057	151
1020059	273
1020066	157
1020070	331
1020072	245
1020085	191
1020089	165
1020100	174
1020101	201
1020105	390
1020116	334
1020126	183
1020138	199
1020154	339
1020155	264
1020157	202
1020165	102
1020171	176
1020178	509
1020187	192
1020195	272
1020205	229
1020210	194
1020211	199
1020213	518
1020224	186
1020225	298
1020227	193
1020229	560
1020236	190
1020241	232
1020266	192
1020267	206
1020273	180
1020294	180
1020305	181
1020308	191
1020344	252
1020348	243
1020350	196
1020352	235
1020360	333
1020367	259
1020387	190
1020395	190
1020402	210
1020407	214
1020416	284
1020437	262
1020464	206
1020470	229
1020475	175
1020484	172
1020485	182
1020493	224
1020496	198
1020503	225
1020511	190
1020512	189
1020522	198
1020525	186
1020529	200
1020532	270
1020534	231
1020574	199
1020600	191
1020623	216
1020635	213
1020643	196
1020691	217
1020698	183
1020702	217
1020704	225
1020705	225
1020752	286
1020753	268
1020755	703
1020766	167
1020772	186
1020783	176
1020797	187
1020823	216
1020832	217
1020837	193
1020843	198
1020848	199
1020878	172
1020923	302
1020940	436
1020942	241
1020943	184
1020956	233
1020980	233
1020993	205
1021032	199
1021041	173
1021067	163
1021090	265
1021092	263
1021106	330
1021117	221
1021119	204
1021127	336
1021131	180
1021138	221
1021161	179
1021193	193
1021195	309
1021197	212
1021205	234
1021214	242
1021235	225
1021248	292
1021292	272
1021294	609
1021295	515
1021307	174
1021346	165
1021380	202
1021394	202
1021395	198
1021419	232
1021426	211
1021463	239
1021487	332
1021501	300
1021514	212
1021521	177
1021522	217
1021560	177
1021562	283
1021574	174
1021583	197
1021588	233
1021594	257
1021603	240
1021614	223
1021631	205
1021653	343
1021684	233
1021688	189
1021709	163
1021713	179
1021729	381
1021731	315
1021734	359
1021750	174
1021751	170
1021756	426
1021770	229
1021795	184
1021800	158
1021808	186
1021823	159
1021828	1202
1021831	205
1021838	199
1021854	205
1021856	202
1021865	192
1021869	192
1021872	208
1021886	181
1021888	245
1021908	253
1021913	236
1021936	182
1021974	235
1021982	217
1021983	226
1021986	175
1022055	185
1022060	212
1022069	185
1022080	245
1022086	181
1022090	181
1022093	313
1022103	174
1022107	249
1022169	208
1022178	202
1022192	291
1022195	204
1022221	198
1022229	189
1022232	222
1022246	229
1022248	370
1022253	143
1022260	197
1022263	292
1022270	228
1022286	181
1022288	163
1022302	162
1022312	228
1022337	185
1022339	421
1022340	196
1022341	506
1022343	187
1022346	208
1022357	247
1022360	188
1022367	180
1022380	198
1022382	215
1022388	201
1022394	180
1022398	233
1022404	175
1022416	595
1022419	187
1022424	183
1022435	271
1022436	289
1022439	416
1022468	178
1022489	158
1022491	197
1022492	198
1022499	341
1022507	263
1022516	229
1022522	193
1022538	199
1022564	365
1022570	279
1022575	427
1022577	571
1022588	180
1022592	229
1022593	193
1022598	186
1022606	232
1022610	224
1022611	168
1022630	244
1022642	187
1022654	215
1022746	173
1022751	169
1022764	396
1022769	196
1022792	201
1022794	275
1022799	265
1022820	201
1022841	205
1022843	162
1022853	219
1022882	213
1022889	265
1022914	233
1022921	305
1022923	329
1022924	205
1022928	265
1022940	312
1022945	246
1022947	287
1022951	449
1022952	241
1022961	156
1022972	269
1022982	211
1022985	189
1022994	185
1022997	265
1023001	192
1023002	248
1023013	257
1023023	250
1023035	223
1023042	431
1023044	184
1023048	264
1023053	186
1023066	224
1023079	241
1023089	205
1023097	233
1023104	217
1023107	67
1023121	255
1023126	195
1023128	292
1023131	392
1023135	192
1023144	167
1023155	176
1023168	190
1023182	186
1023187	203
1023193	205
1023202	387
1023206	190
1023221	311
1023229	180
1023239	302
1023241	187
1023258	727
1023261	232
1023264	616
1023278	238
1023321	664
1023324	187
1023330	261
1023340	299
1023341	187
1023344	172
1023361	328
1023372	462
1023383	174
1023384	208
1023385	150
1023399	172
1023407	202
1023413	189
1023418	178
1023444	219
1023453	200
1023485	166
1023490	190
1023497	310
1023500	263
1023505	174
1023514	187
1023518	183
1023521	245
1023522	221
1023524	232
1023528	208
1023531	267
1023536	217
1023539	278
1023550	224
1023555	271
1023567	218
1023581	206
1023585	181
1023602	218
1023606	223
1023608	250
1023611	187
1023624	195
1023630	214
1023645	266
1023664	254
1023666	362
1023675	310
1023679	217
1023681	173
1023685	210
1023703	199
1023716	173
1023732	378
1023733	336
1023734	232
1023735	317
1023736	412
1023768	199
1023777	213
1023791	219
1023793	274
1023811	205
1023816	196
1023828	299
1023832	189
1023839	205
1023843	187
1023851	197
1023859	217
1023883	174
1023887	192
1023888	193
1023890	183
1023894	189
1023911	242
1023916	312
1023919	290
1023921	167
1023937	282
1023938	180
1023939	202
1023944	353
1023946	163
1023949	179
1023950	211
1023966	285
1023982	211
1023998	384
1024002	242
1024026	171
1024032	248
1024035	199
1024041	174
1024042	197
1024048	236
1024056	194
1024063	291
1024064	496
1024072	187
1024085	329
1024088	150
1024093	341
1024115	328
1024120	157
1024124	187
1024128	379
1024130	198
1024137	608
1024170	202
1024171	243
1024176	189
1024194	363
1024199	192
1024204	205
1024208	175
1024216	207
1024221	248
1024229	220
1024233	187
1024235	229
1024237	196
1024250	194
1024251	201
1024254	187
1024258	204
1024295	202
1024309	204
1024311	240
1024317	190
1024319	289
1024321	258
1024324	311
1024328	240
1024331	239
1024333	206
1024335	171
1024339	139
1024349	180
1024352	196
1024353	236
1024363	230
1024372	187
1024384	235
1024398	248
1024417	185
1024434	211
1024438	199
1024446	218
1024447	211
1024451	209
1024460	149
1024462	168
1024469	197
1024478	297
1024491	198
1024502	233
1024503	211
1024510	576
1024521	244
1024533	296
1024536	191
1024551	188
1024552	187
1024565	220
1024570	167
1024571	168
1024573	174
1024580	251
1024581	362
1024592	211
1024607	187
1024614	212
1024660	341
1024678	245
1024691	181
1024698	193
1024705	185
1024706	173
1024714	202
1024731	209
1024750	186
1024752	182
1024757	193
1024759	188
1024764	215
1024800	493
1024803	286
1024805	208
1024806	365
1024814	257
1024818	222
1024827	187
1024839	349
1024841	168
1024866	188
1024871	272
1024875	203
1024876	205
1024881	194
1024882	250
1024884	223
1024886	1082
1024894	263
1024898	169
1024901	197
1024909	181
1024919	401
1024932	202
1024933	319
1024947	236
1024950	184
1024953	187
1024970	225
1024986	192
1025005	193
1025012	621
1025014	468
1025018	184
1025020	244
1025046	519
1025056	229
1025073	237
1025078	232
1025079	256
1025083	186
1025096	196
1025099	269
1025106	170
1025108	214
1025120	181
1025128	208
1025131	435
1025147	181
1025162	176
1025164	184
1025168	206
1025187	196
1025190	224
1025201	228
1025243	205
1025244	286
1025245	192
1025266	277
1025272	193
1025278	212
1025291	251
1025292	271
1025294	188
1025296	187
1025298	186
1025332	168
1025338	196
1025346	164
1025357	211
1025370	187
1025373	188
1025377	189
1025378	204
1025386	251
1025401	208
1025411	232
1025414	258
1025420	370
1025446	197
1025448	215
1025459	164
1025472	309
1025476	228
1025485	431
1025487	351
1025489	246
1025499	231
1025502	225
1025514	238
1025525	155
1025527	435
1025529	237
1025532	224
1025540	449
1025543	155
1025551	419
1025565	226
1025566	241
1025568	195
1025569	218
1025587	684
1025602	229
1025605	168
1025606	593
1025608	189
1025615	192
1025621	383
1025625	189
1025633	322
1025638	250
1025641	329
1025664	193
1025665	190
1025687	187
1025696	263
1025708	212
1025715	189
1025721	180
1025722	161
1025728	195
1025732	217
1025740	295
1025756	297
1025762	252
1025770	319
1025773	300
1025784	214
1025794	187
1025806	318
1025808	260
1025809	187
1025810	212
1025815	189
1025816	299
1025850	457
1025851	328
1025853	258
1025865	350
1025881	175
1025884	183
1025890	214
1025906	181
1025917	232
1025919	174
1025922	183
1025925	190
1025933	273
1025953	213
1025968	143
1025978	323
1025988	348
1026006	512
1026016	187
1026017	215
1026019	202
1026028	169
1026035	181
1026038	343
1026064	196
1026074	183
1026076	169
1026079	414
1026082	229
1026086	202
1026101	215
1026102	269
1026104	232
1026106	192
1026114	198
1026118	180
1026120	262
1026129	223
1026138	122
1026160	199
1026166	202
1026168	183
1026184	221
1026189	658
1026192	229
1026208	186
1026223	263
1026225	174
1026229	174
1026230	178
1026232	185
1026247	224
1026253	362
1026254	181
1026260	315
1026271	195
1026274	217
1026284	197
1026289	185
1026309	182
1026310	192
1026311	198
1026318	305
1026323	243
1026324	462
1026330	432
1026334	278
1026336	244
1026340	187
1026357	77
1026370	233
1026374	235
1026378	490
1026383	259
1026384	178
1026407	169
1026408	236
1026414	482
1026427	195
1026428	187
1026429	231
1026431	263
1026433	265
1026435	180
