id	type	parent_id	name_cn	name_en	alias	is_abroad	is_world_known	school_type	is_double_first	education_type	province	city	is_985
103408	0	0	加拿大维多利亚大学	University of Victoria		1	0	NULL	0	NULL	NULL	NULL	0
105003	0	0	加札马达大学	Gadjah Mada University		1	0	NULL	0	NULL	NULL	NULL	0
104811	0	0	加泰罗尼亚理工大学	Universitat Politècnica de Catalunya		1	0	NULL	0	NULL	NULL	NULL	0
103446	0	0	加纳大学	University of Ghana		1	0	NULL	0	NULL	NULL	NULL	0
105252	0	0	加齐大学	Gazi University		1	0	NULL	0	NULL	NULL	NULL	0
103437	0	0	劳伦森大学	Laurentian		1	0	NULL	0	NULL	NULL	NULL	0
103426	0	0	劳里埃大学	Wilfrid Laurier		1	0	NULL	0	NULL	NULL	NULL	0
103210	0	0	勃艮第大学	Université Bourgogne Franche-Comté (UBFC)		1	0	NULL	0	NULL	NULL	NULL	0
100445	0	0	包头市职工大学			0	0	综合类	0	专科（高职）	内蒙古	包头市	0
100412	0	0	包头职业技术学院			0	0	高职类	0	示范(高职)	内蒙	包头市	0
100415	0	0	包头轻工职业技术学院			0	0	高职类	0	专科	内蒙	包头市	0
100427	0	0	包头钢铁职业技术学院			0	0	高职类	0	专科	内蒙	包头市	0
100433	0	0	包头铁道职业技术学院			0	0	高职类	0	专科	内蒙	包头市	0
104872	0	0	匈牙利罗兰大学	Eötvös Lorànd University		1	0	NULL	0	NULL	NULL	NULL	0
104571	0	0	北九州市立大学			1	0	NULL	0	NULL	NULL	NULL	0
103919	0	0	北亚利桑那大学	Northern Arizona University		1	0	NULL	0	NULL	NULL	NULL	0
103502	0	0	北亚拉巴马大学			1	0	NULL	0	NULL	NULL	NULL	0
104073	0	0	北亚细亚大学			1	0	NULL	0	NULL	NULL	NULL	0
105422	0	0	北京东方大学			0	0	综合类	0	普通本科	北京	北京市	0
105546	0	0	北京东方研修学院			0	0	NULL	0	其他	北京	北京市	0
100022	1	0	北京中医药大学			0	0	医科类	1	本科	北京	北京市	0
100304	0	0	北京中医药大学东方学院			0	0	医科类	0	独立学院	河北	廊坊市	0
100095	0	0	北京中南海业余大学		中南海业余大学	0	0	政法类	0	专科（高职）	北京	北京市	0
105533	0	0	北京中新企业管理学院			0	0	NULL	0	其他	北京	北京市	0
100003	1	0	北京交通大学			0	0	理工类	1	本科	北京	北京市	0
100305	0	0	北京交通大学海滨学院			0	0	理工类	0	独立学院	河北	沧州市	0
100063	0	0	北京交通职业技术学院			0	0	高职类	0	专科	北京	北京市	0
100082	0	0	北京交通运输职业学院			0	0	高职类	0	专科	北京	北京市	0
100062	0	0	北京京北职业技术学院			0	0	高职类	0	专科	北京	北京市	0
105545	0	0	北京京海研修学院			0	0	NULL	0	其他	北京	北京市	0
154	0	0	北京人文大学	Beijing Humanities University		0	0	综合类	0	普通本科	北京	北京市	0
100037	1	0	北京体育大学			0	0	体育类	1	本科	北京	北京市	0
100081	0	0	北京体育职业学院			0	0	高职类	0	专科	北京	北京市	0
100049	0	0	北京信息科技大学			0	0	理工类	0	本科	北京	北京市	0
100060	0	0	北京信息职业技术学院			0	0	高职类	0	骨干(高职)	北京	北京市	0
105503	0	0	北京兴华大学			0	0	综合类	0	其他	北京	北京市	0
100065	0	0	北京农业职业学院			0	0	高职类	0	示范(高职)	北京	北京市	0
100018	0	0	北京农学院			0	0	农林类	0	本科	北京	北京市	0
100078	0	0	北京劳动保障职业学院			0	0	高职类	0	骨干(高职)	北京	北京市	0
100009	1	0	北京化工大学			0	0	理工类	1	本科	北京	北京市	0
100068	0	0	北京北大方正软件职业技术学院			0	0	理工类	0	专科（高职）	北京	北京市	0
105505	0	0	北京北大资源研修学院			0	0	NULL	0	中外合作办学	北京	北京市	0
100090	0	0	北京医药集团职工大学			0	0	医药类	0	其他	北京	北京市	0
105455	0	0	北京华夏管理学院			0	0	财经类	0	其他	北京	北京市	0
100020	0	0	北京协和医学院			0	0	医科类	1	本科	北京	北京市	0
105542	0	0	北京卓达经济管理研修学院			0	0	NULL	0	其他	北京	北京市	0
100083	0	0	北京卫生职业学院			0	0	高职类	0	专科	北京	北京市	0
100013	0	0	北京印刷学院			0	0	理工类	0	本科	北京	北京市	0
100056	0	0	北京吉利学院			0	0	综合类	0	民办(本科)	北京	北京市	0
166	0	0	北京国际商务学院			0	0	综合类	0	民办非学历高等教育机构	北京	北京市	0
100052	0	0	北京城市学院			0	0	综合类	0	民办(本科)	北京	北京市	0
100076	0	0	北京培黎职业学院			0	0	高职类	0	民办(专科)	北京	北京市	0
100026	1	0	北京外国语大学			0	0	外语类	1	本科	北京	北京市	0
105496	0	0	北京外国语大学国际教育学院			0	0	NULL	0	普通本科	北京	北京市	0
100000	2	0	北京大学			0	1	综合类	1	本科	北京	北京市	1
105374	2	0	北京大学医学部			0	0	医药类	1	普通本科	北京	北京市	1
100087	0	0	北京宣武红旗业余大学			0	0	综合类	0	其他	北京	北京市	0
100004	1	0	北京工业大学			0	0	理工类	1	本科	北京	北京市	0
100111	0	0	北京工业大学耿丹学院			0	0	综合类	0	独立学院	北京	北京市	0
100059	0	0	北京工业职业技术学院			0	0	高职类	0	示范(高职)	北京	北京市	0
100010	0	0	北京工商大学			0	0	财经类	0	本科	北京	北京市	0
100109	0	0	北京工商大学嘉华学院			0	0	财经类	0	独立学院	北京	北京市	0
3240	0	0	北京工商管理专修学院			0	0	综合类	0	其他	北京	北京市	0
100085	0	0	北京市东城区职工业余大学			0	0	综合类	0	其他	北京	北京市	0
100100	0	0	北京市丰台区职工大学			0	0	综合类	0	专科（高职）	北京	北京市	0
100102	0	0	北京市农工商联合总公司职工大学			0	0	综合类	0	专科（高职）	北京	北京市	0
100086	0	0	北京市崇文区职工大学			0	0	综合类	0	其他	北京	北京市	0
100091	0	0	北京市建设职工大学			0	0	综合类	0	其他	北京	北京市	0
100092	0	0	北京市总工会职工大学			0	0	综合类	0	其他	北京	北京市	0
100089	0	0	北京市朝阳区职工大学			0	0	综合类	0	其他	北京	北京市	0
100084	0	0	北京市海淀区职工大学			0	0	综合类	0	其他	北京	北京市	0
100088	0	0	北京市石景山区业余大学			0	0	综合类	0	其他	北京	北京市	0
100101	0	0	北京市西城经济科学大学			0	0	综合类	0	专科（高职）	北京	北京市	0
100023	2	0	北京师范大学			0	0	师范类	1	本科	北京	北京市	1
102148	0	0	北京师范大学珠海分校			0	0	综合类	0	独立学院	广东	珠海市	0
102052	0	0	北京师范大学香港浸会大学联合国际学院		北京师范大学-香港浸会大学联合国际学院	0	0	综合类	0	中外合作办学	广东	珠海市	0
1393	0	0	北京广播电视大学	BEIJING OPEN UNIVERSITY	北京电大	0	0	综合类	0	专科（高职）	北京	北京市	0
105513	0	0	北京应用技术大学			0	0	综合类	0	其他	北京	北京市	0
100014	0	0	北京建筑大学			0	0	理工类	0	本科	北京	北京市	0
105447	0	0	北京建设大学			0	0	NULL	0	普通本科	北京	北京市	0
100097	0	0	北京开放大学			0	0	综合类	0	专科（高职）	北京	北京市	0
100071	0	0	北京戏曲艺术职业学院			0	0	高职类	0	专科	北京	北京市	0
100066	0	0	北京政法职业学院			0	0	高职类	0	专科	北京	北京市	0
100096	0	0	北京教育学院			0	0	综合类	0	普通本科	北京	北京市	0
105508	0	0	北京文理研修学院			0	0	NULL	0	其他	北京	北京市	0
105494	0	0	北京旅游专修学院			0	0	NULL	0	其他	北京	北京市	0
100011	0	0	北京服装学院			0	0	理工类	0	本科	北京	北京市	0
105530	0	0	北京服装学院国际学院			0	0	艺术类	0	其他	北京	北京市	0
100019	1	0	北京林业大学			0	0	农林类	1	本科	北京	北京市	0
105397	0	0	北京民族大学			0	0	综合类	0	普通本科	北京	北京市	0
100072	0	0	北京汇佳职业学院			0	0	高职类	0	民办(专科)	北京	北京市	0
105540	0	0	北京涉外经济专修学院			0	0	NULL	0	其他	北京	北京市	0
105552	0	0	北京瀚林职业研修学院			0	0	综合类	0	其他	北京	北京市	0
100032	0	0	北京物资学院			0	0	财经类	0	本科	北京	北京市	0
105526	0	0	北京物资学院继续教育学院			0	0	财经类	0	普通本科	北京	北京市	0
100073	0	0	北京现代职业技术学院			0	0	高职类	0	专科	北京	北京市	0
190	0	0	北京现代音乐研修学院	Beijing Contemporary Music Academy	北音::CMA::BJCMA	0	0	艺术类	0	其他	北京	北京市	0
105534	0	0	北京珠宝首饰研修学院			0	0	NULL	0	其他	北京	北京市	0
100006	2	0	北京理工大学			0	0	理工类	1	本科	北京	北京市	1
105524	0	0	北京理工大学SQA-HND项目			0	0	NULL	0	其他	北京	北京市	0
105463	0	0	北京理工大学国际教育学院			0	0	理工类	0	中外合作办学	北京	北京市	0
105485	0	0	北京理工大学房山分校培训中心			0	0	综合类	0	专科（高职）	北京	北京市	0
102152	0	0	北京理工大学珠海学院			0	0	综合类	0	独立学院	广东	珠海市	0
105456	0	0	北京理工大学远程教育学院			0	0	理工类	0	其他	北京	北京市	0
100016	0	0	北京电子科技学院			0	0	理工类	0	本科	北京	北京市	0
100061	0	0	北京电子科技职业学院			0	0	高职类	0	示范(高职)	北京	北京市	0
100043	0	0	北京电影学院			0	0	艺术类	0	本科	北京	北京市	0
101592	0	0	北京电影学院现代创意媒体学院			0	0	艺术类	0	独立学院	山东	青岛市	0
105492	0	0	北京电影学院继续教育学院			0	0	艺术类	0	普通本科	北京	北京市	0
100015	0	0	北京石油化工学院			0	0	理工类	0	本科	北京	北京市	0
100079	0	0	北京社会管理职业学院			0	0	高职类	0	专科	北京	北京市	0
100007	1	0	北京科技大学			0	0	理工类	1	本科	北京	北京市	0
105460	0	0	北京科技大学国际学院			0	0	综合类	0	中外合作办学	北京	北京市	0
100177	0	0	北京科技大学天津学院			0	0	综合类	0	独立学院	天津	天津市	0
105498	0	0	北京科技大学延庆分校			0	0	理工类	0	专科（高职）	北京	北京市	0
105520	0	0	北京科技大学继续教育学院			0	0	理工类	0	普通本科	北京	北京市	0
100074	0	0	北京科技经营管理学院			0	0	高职类	0	民办(专科)	北京	北京市	0
100075	0	0	北京科技职业学院			0	0	高职类	0	民办(专科)	北京	北京市	0
100027	0	0	北京第二外国语学院			0	0	外语类	0	本科	北京	北京市	0
105396	0	0	北京第二外国语学院HND项目			0	0	NULL	0	普通本科	北京	北京市	0
100112	0	0	北京第二外国语学院中瑞酒店管理学院			0	0	语言类	0	独立学院	北京	北京市	0
8902	0	0	北京经济技术研修学院			0	0	综合类	0	专科（高职）	北京	北京市	0
100070	0	0	北京经济技术职业学院			0	0	高职类	0	民办(专科)	北京	北京市	0
105501	0	0	北京经济研修学院			0	0	财经类	0	其他	北京	北京市	0
100077	0	0	北京经济管理职业学院			0	0	高职类	0	专科	北京	北京市	0
100069	0	0	北京经贸职业学院			0	0	高职类	0	民办(专科)	北京	北京市	0
105553	0	0	北京网络职业学院			0	0	高职类	0	民办(专科)	北京	北京市	0
105440	0	0	北京美国英语语言学院			0	0	语言类	0	专科（高职）	北京	北京市	0
100051	0	0	北京联合大学			0	0	综合类	0	本科	北京	北京市	0
105558	0	0	北京联合大学信息学院			0	0	综合类	0	普通本科	北京	北京市	0
105436	0	0	北京联合大学商务学院			0	0	财经类	0	普通本科	北京	北京市	0
105439	0	0	北京联合大学师范学院			0	0	师范类	0	普通本科	北京	北京市	0
105454	0	0	北京联合大学广告学院			0	0	综合类	0	普通本科	北京	北京市	0
105461	0	0	北京联合大学应用文理学院			0	0	综合类	0	普通本科	北京	北京市	0
105529	0	0	北京联合大学应用科技学院			0	0	综合类	0	普通本科	北京	北京市	0
105537	0	0	北京联合大学旅游学院			0	0	综合类	0	普通本科	北京	北京市	0
105559	0	0	北京联合大学机电学院			0	0	综合类	0	普通本科	北京	北京市	0
105521	0	0	北京联合大学特殊教育学院			0	0	综合类	0	普通本科	北京	北京市	0
105550	0	0	北京联合大学生物化学工程学院			0	0	综合类	0	普通本科	北京	北京市	0
105535	0	0	北京联合大学管理学院			0	0	综合类	0	普通本科	北京	北京市	0
105547	0	0	北京联合大学自动化学院			0	0	综合类	0	普通本科	北京	北京市	0
105511	0	0	北京自修大学			0	0	综合类	0	其他	北京	北京市	0
100044	0	0	北京舞蹈学院			0	0	艺术类	0	本科	北京	北京市	0
105449	0	0	北京舞蹈学院继续教育学院			0	0	艺术类	0	其他	北京	北京市	0
100005	2	0	北京航空航天大学			0	0	理工类	1	本科	北京	北京市	1
102239	0	0	北京航空航天大学北海学院			0	0	综合类	0	普通本科	广西	北海市	0
105462	0	0	北京航空航天大学软件学院			0	0	理工类	0	普通本科	北京	北京市	0
100080	0	0	北京艺术传媒职业学院			0	0	高职类	0	民办(专科)	北京	北京市	0
100057	0	0	北京警察学院			0	0	政法类	0	本科	北京	北京市	0
105507	0	0	北京计算机专修学院			0	0	NULL	0	其他	北京	北京市	0
100028	0	0	北京语言大学			0	0	语言类	0	本科	北京	北京市	0
105480	0	0	北京财经专修学院			0	0	综合类	0	其他	北京	北京市	0
100067	0	0	北京财贸职业学院			0	0	高职类	0	示范(高职)	北京	北京市	0
100012	1	0	北京邮电大学			0	0	理工类	1	本科	北京	北京市	0
100110	0	0	北京邮电大学世纪学院			0	0	综合类	0	独立学院	北京	北京市	0
105527	0	0	北京邮电大学继续教育学院职业教育			0	0	综合类	0	其他	北京	北京市	0
105482	0	0	北京金融学院			0	0	NULL	0	普通本科	北京	北京市	0
100064	0	0	北京青年政治学院			0	0	政法类	0	专科	北京	北京市	0
105518	0	0	北京高等秘书研修学院			0	0	NULL	0	其他	北京	北京市	0
105448	0	0	北京黄埔大学			0	0	综合类	0	其他	北京	北京市	0
103599	0	0	北佛罗利达大学	University of North Florida		1	0	NULL	0	NULL	NULL	NULL	0
100595	0	0	北华大学			0	0	综合类	0	本科	吉林	吉林市	0
100211	0	0	北华航天工业学院			0	0	理工类	0	本科	河北	廊坊市	0
103715	0	0	北卡罗来纳农业与技术州立大学	North Carolina Agricultural and Technical State University		1	0	NULL	0	NULL	NULL	NULL	0
103703	0	0	北卡罗来纳大学	University of North Carolina		1	0	NULL	0	NULL	NULL	NULL	0
103707	0	0	北卡罗来纳大学夏洛特分校	University of North Carolina at Charlotte		1	0	NULL	0	NULL	NULL	NULL	0
103710	0	0	北卡罗来纳大学威明顿分校	University of North Carolina at Wilmington		1	0	NULL	0	NULL	NULL	NULL	0
103709	0	0	北卡罗来纳大学彭布鲁克分校	University of North Carolina at Pembroke		1	0	NULL	0	NULL	NULL	NULL	0
103706	0	0	北卡罗来纳大学教堂山分校	University of North Carolina at Chapel Hill		1	1	NULL	0	NULL	NULL	NULL	0
103708	0	0	北卡罗来纳大学格林保罗分校	University of North Carolina at Greensboro		1	0	NULL	0	NULL	NULL	NULL	0
103718	0	0	北卡罗来纳大学艺术学院	University of North Carolina School of the Arts		1	0	NULL	0	NULL	NULL	NULL	0
103705	0	0	北卡罗来纳大学艾塞维利亚分校	University of North Carolina at Asheville		1	0	NULL	0	NULL	NULL	NULL	0
103716	0	0	北卡罗来纳州中央大学	North Carolina Central University		1	0	NULL	0	NULL	NULL	NULL	0
103717	0	0	北卡罗来纳州科学与数学学院	North Carolina School of Science and Mathematics		1	0	NULL	0	NULL	NULL	NULL	0
103704	0	0	北卡罗来纳州立大学	North Carolina State University at Raleigh		1	0	NULL	0	NULL	NULL	NULL	0
105229	0	0	北天主教大学	Catholic University of the North		1	0	NULL	0	NULL	NULL	NULL	0
105187	0	0	北安普敦大学	University of Northampton		1	0	NULL	0	NULL	NULL	NULL	0
105055	0	0	北安普顿大学	University of Northampton		1	0	NULL	0	NULL	NULL	NULL	0
103754	0	0	北弗吉尼亚大学	University of Northern Virginia		1	0	NULL	0	NULL	NULL	NULL	0
103734	0	0	北得州大学系统	University of North Texas		1	0	NULL	0	NULL	NULL	NULL	0
103955	0	0	北德克萨斯大学	University of North Texas		1	0	NULL	0	NULL	NULL	NULL	0
100008	0	0	北方工业大学			0	0	理工类	0	本科	北京	北京市	0
102755	0	0	北方民族大学			0	0	民族类	0	本科	宁夏	银川市	0
105479	0	0	北方经贸学院			0	0	综合类	0	其他	北京	北京市	0
104042	0	0	北星学园大学			1	0	NULL	0	NULL	NULL	NULL	0
104762	0	0	北曼谷国王大学	King Mongkut's University of Technology North Bangkok		1	0	NULL	0	NULL	NULL	NULL	0
104044	0	0	北海商科大学			1	0	NULL	0	NULL	NULL	NULL	0
104043	0	0	北海学园大学			1	0	NULL	0	NULL	NULL	NULL	0
102206	0	0	北海职业学院			0	0	高职类	0	专科	广西	北海市	0
102186	0	0	北海艺术设计学院			0	0	艺术类	0	民办(本科)	广西	北海市	0
104509	0	0	北海道			1	0	NULL	0	NULL	NULL	NULL	0
104048	0	0	北海道东海大学			1	0	NULL	0	NULL	NULL	NULL	0
104047	0	0	北海道信息大学			1	0	NULL	0	NULL	NULL	NULL	0
104045	0	0	北海道医疗大学			1	0	NULL	0	NULL	NULL	NULL	0
104621	0	0	北海道大学	Hokkaido University		1	1	NULL	0	NULL	NULL	NULL	0
104046	0	0	北海道工业大学			1	0	NULL	0	NULL	NULL	NULL	0
104588	0	0	北海道教育大学			1	0	NULL	0	NULL	NULL	NULL	0
104049	0	0	北海道文教大学			1	0	NULL	0	NULL	NULL	NULL	0
104050	0	0	北海道药科大学			1	0	NULL	0	NULL	NULL	NULL	0
103620	0	0	北爱达荷学院	North Idaho College 		1	0	NULL	0	NULL	NULL	NULL	0
103567	0	0	北科罗拉多大学	University of Northern Colorado 		1	0	NULL	0	NULL	NULL	NULL	0
104041	0	0	北翔大学			1	0	NULL	0	NULL	NULL	NULL	0
103640	0	0	北肯塔基大学	Northern Kentucky University		1	0	NULL	0	NULL	NULL	NULL	0
103637	0	0	北艾奥瓦大学	University of Northern Iowa		1	0	NULL	0	NULL	NULL	NULL	0
103421	0	0	北英属哥伦比亚大学	University of Northern British Columbia (UNBC)		1	0	NULL	0	NULL	NULL	NULL	0
104587	0	0	北见工业大学			1	0	NULL	0	NULL	NULL	NULL	0
102183	0	0	北部湾大学		钦州学院	0	0	综合类	0	本科	广西	钦州市	0
104673	0	0	北里大学	Kitasato University		1	0	NULL	0	NULL	NULL	NULL	0
102986	0	0	北里约热内卢联邦大学	Federal University of Rio Grande do Norte (UFRN)		1	0	NULL	0	NULL	NULL	NULL	0
104602	0	0	北陆先端科学技术大学院大学			1	0	NULL	0	NULL	NULL	NULL	0
104304	0	0	北陆大学			1	0	NULL	0	NULL	NULL	NULL	0
103796	0	0	匹兹堡大学	University of Pittsburgh		1	1	NULL	0	NULL	NULL	NULL	0
103646	0	0	匹兹堡州立大学	Pittsburg State University		1	0	NULL	0	NULL	NULL	NULL	0
103556	0	0	匹兹学院	Pitzer College		1	0	NULL	0	NULL	NULL	NULL	0
101841	0	0	十堰教育学院			0	0	综合类	0	专科（高职）	湖北	十堰市	0
104111	0	0	十文字学园女子大学			1	0	NULL	0	NULL	NULL	NULL	0
104529	0	0	千叶县立保健医疗大学			1	0	NULL	0	NULL	NULL	NULL	0
104143	0	0	千叶商科大学			1	0	NULL	0	NULL	NULL	NULL	0
104630	0	0	千叶大学	Chiba University		1	0	NULL	0	NULL	NULL	NULL	0
104692	0	0	千叶工业大学	Chiba Institute of Technology		1	0	NULL	0	NULL	NULL	NULL	0
104141	0	0	千叶科学大学			1	0	NULL	0	NULL	NULL	NULL	0
104142	0	0	千叶经济大学			1	0	NULL	0	NULL	NULL	NULL	0
104034	0	0	千岁科学技术大学			1	0	NULL	0	NULL	NULL	NULL	0
104361	0	0	千里金兰大学			1	0	NULL	0	NULL	NULL	NULL	0
101339	0	0	华东交通大学			0	0	理工类	0	本科	江西	南昌市	0
101431	0	0	华东交通大学理工学院			0	0	理工类	0	普通本科	江西	南昌市	0
100770	2	0	华东师范大学			0	0	师范类	0	本科	上海	上海市	1
100776	0	0	华东政法大学			0	0	政法类	0	本科	上海	上海市	0
100762	1	0	华东理工大学			0	0	理工类	1	本科	上海	上海市	0
101745	1	0	华中农业大学			0	0	农林类	1	本科	湖北	武汉市	0
101747	1	0	华中师范大学			0	0	师范类	1	本科	湖北	武汉市	0
101847	0	0	华中电业联合职工大学			0	0	NULL	0	NULL	NULL	NULL	0
101736	2	0	华中科技大学			0	0	理工类	1	本科	湖北	武汉市	1
101248	0	0	华侨大学			0	0	综合类	0	本科	福建	泉州市	0
101593	0	0	华北水利水电大学			0	0	理工类	0	本科	河南	郑州市	0
100186	0	0	华北理工大学		河北联合大学	0	0	综合类	0	本科	河北	唐山市	0
105399	0	0	华北理工大学冀唐学院			0	0	综合类	0	独立学院	河北	唐山市	0
105395	0	0	华北理工大学轻工学院			0	0	理工类	0	独立学院	河北	唐山市	0
100105	0	0	华北电业联合职工大学			0	0	综合类	0	专科（高职）	北京	北京市	0
100047	1	0	华北电力大学			0	0	理工类	1	本科	北京	北京市	0
105368	1	0	华北电力大学保定校区			0	0	理工类	1	普通本科	河北	保定市	0
100291	0	0	华北电力大学科技学院			0	0	理工类	0	独立学院	河北	保定市	0
100207	0	0	华北科技学院			0	0	理工类	0	本科	河北	廊坊市	0
102012	0	0	华南农业大学			0	0	农林类	0	本科	广东	广州市	0
102156	0	0	华南农业大学珠江学院			0	0	综合类	0	独立学院	广东	广州市	0
102018	1	0	华南师范大学			0	0	师范类	1	本科	广东	广州市	0
102009	2	0	华南理工大学			0	0	理工类	1	本科	广东	广州市	1
102160	0	0	华南理工大学广州学院			0	0	综合类	0	独立学院	广东	广州市	0
105095	0	0	华威大学	The University of Warwick		1	1	NULL	0	NULL	NULL	NULL	0
103010	0	0	华沙大学	University of Warsaw		1	0	NULL	0	NULL	NULL	NULL	0
103012	0	0	华沙工业大学	Warsaw University of Technology		1	0	NULL	0	NULL	NULL	NULL	0
103783	0	0	华盛顿大学	University of Washington		1	1	NULL	0	NULL	NULL	NULL	0
103831	0	0	华盛顿州立大学	Washington State University		1	0	NULL	0	NULL	NULL	NULL	0
103312	0	0	协成大学			1	0	NULL	0	NULL	NULL	NULL	0
104014	0	0	卑尔根大学	University of Bergen		1	0	NULL	0	NULL	NULL	NULL	0
103028	0	0	南丹麦大学	University of Southern Denmark		1	0	NULL	0	NULL	NULL	NULL	0
104498	0	0	南九州大学			1	0	NULL	0	NULL	NULL	NULL	0
103503	0	0	南亚拉巴马大学			1	0	NULL	0	NULL	NULL	NULL	0
100862	0	0	南京中医药大学			0	0	医科类	1	本科	江苏	南京市	0
100996	0	0	南京中医药大学翰林学院			0	0	医药类	0	独立学院	江苏	泰州市	0
100925	0	0	南京交通职业技术学院			0	0	高职类	0	专科	江苏	南京市	0
105416	0	0	南京人口管理干部学院			0	0	综合类	0	普通本科	江苏	南京市	0
100870	0	0	南京体育学院			0	0	体育类	0	本科	江苏	南京市	0
100856	0	0	南京信息工程大学			0	0	理工类	0	本科	江苏	南京市	0
100997	0	0	南京信息工程大学滨江学院			0	0	综合类	0	独立学院	江苏	南京市	0
100948	0	0	南京信息职业技术学院			0	0	高职类	0	骨干(高职)	江苏	南京市	0
100859	1	0	南京农业大学			0	0	农林类	1	本科	江苏	南京市	0
100860	0	0	南京医科大学			0	0	医科类	0	本科	江苏	南京市	0
100995	0	0	南京医科大学康达学院			0	0	综合类	0	独立学院	江苏	连云港市	0
100963	0	0	南京城市职业学院			0	0	高职类	0	专科	江苏	南京市	0
100842	2	0	南京大学			0	1	综合类	1	本科	江苏	南京市	1
100987	0	0	南京大学金陵学院			0	0	综合类	0	独立学院	江苏	南京市	0
100879	0	0	南京审计大学		南京审计学院	0	0	财经类	0	本科	江苏	南京市	0
105598	0	0	南京审计大学金审学院			0	0	综合类	0	独立学院	江苏	南京市	0
101009	0	0	南京审计学院金审学院			0	0	综合类	0	独立学院	江苏	南京市	0
100849	0	0	南京工业大学			0	0	理工类	0	本科	江苏	南京市	0
100993	0	0	南京工业大学浦江学院			0	0	综合类	0	独立学院	江苏	南京市	0
100896	0	0	南京工业职业技术学院			0	0	高职类	0	示范(高职)	江苏	南京市	0
100878	0	0	南京工程学院			0	0	综合类	0	本科	江苏	南京市	0
239	0	0	南京工程学院康尼学院	Nanjing Kangni College	康尼学院	0	0	理工类	0	普通本科	江苏	江宁	0
100976	0	0	南京市职工大学			0	0	其他	0	其他	江苏	南京市	0
100864	1	0	南京师范大学			0	0	师范类	1	本科	江苏	南京市	0
100994	0	0	南京师范大学中北学院			0	0	综合类	0	独立学院	江苏	南京市	0
100992	0	0	南京师范大学泰州学院			0	0	师范类	0	独立学院	江苏	泰州市	0
100983	0	0	南京广播电视大学		南京市广播电视大学	0	0	综合类	0	专科（高职）	江苏	南京市	0
100966	0	0	南京旅游职业学院			0	0	高职类	0	专科	江苏	南京市	0
100880	0	0	南京晓庄学院			0	0	师范类	0	本科	江苏	南京市	0
100964	0	0	南京机电职业技术学院			0	0	高职类	0	专科	江苏	南京市	0
100854	0	0	南京林业大学			0	0	农林类	1	本科	江苏	南京市	0
100885	0	0	南京森林警察学院			0	0	政法类	0	本科	江苏	南京市	0
100907	0	0	南京特殊教育师范学院		南京特殊教育职业技术学院	0	0	师范类	0	本科	江苏	南京市	0
100846	1	0	南京理工大学			0	0	理工类	1	本科	江苏	南京市	0
100991	0	0	南京理工大学泰州科技学院			0	0	理工类	0	独立学院	江苏	泰州市	0
100988	0	0	南京理工大学紫金学院			0	0	理工类	0	独立学院	江苏	南京市	0
100933	0	0	南京科技职业学院		南京化工职业技术学院	0	0	高职类	0	骨干(高职)	江苏	南京市	0
100845	1	0	南京航空航天大学			0	0	理工类	1	本科	江苏	南京市	0
100989	0	0	南京航空航天大学金城学院			0	0	理工类	0	独立学院	江苏	南京市	0
100871	0	0	南京艺术学院			0	0	艺术类	0	本科	江苏	南京市	0
100961	0	0	南京视觉艺术职业学院			0	0	高职类	0	民办(专科)	江苏	南京市	0
100868	0	0	南京财经大学			0	0	财经类	0	本科	江苏	南京市	0
101005	0	0	南京财经大学红山学院			0	0	综合类	0	独立学院	江苏	镇江市	0
100851	0	0	南京邮电大学			0	0	理工类	1	本科	江苏	南京市	0
101004	0	0	南京邮电大学通达学院			0	0	综合类	0	独立学院	江苏	扬州市	0
100944	0	0	南京铁道职业技术学院			0	0	高职类	0	专科	江苏	南京市	0
103856	0	0	南佛罗里达大学	University of South Florida		1	0	NULL	0	NULL	NULL	NULL	0
103722	0	0	南俄勒冈大学	Southern Oregon University		1	0	NULL	0	NULL	NULL	NULL	0
102435	0	0	南充市职工大学			0	0	其他	0	专科（高职）	四川	南充市	0
102373	0	0	南充职业技术学院			0	0	高职类	0	专科	四川	南充市	0
105246	0	0	南加利福尼亚大学	University of Southern California		1	0	NULL	0	NULL	NULL	NULL	0
103545	0	0	南加州大学	University of Southern California, USC 		1	1	NULL	0	NULL	NULL	NULL	0
102940	0	0	南十字星大学	Southern Cross University		1	0	NULL	0	NULL	NULL	NULL	0
101891	0	0	南华大学			0	0	综合类	0	本科	湖南	衡阳市	0
102001	0	0	南华大学船山学院			0	0	理工类	0	独立学院	湖南	衡阳市	0
103950	0	0	南卡罗来纳医科大学	Medical University of South Carolina		1	0	NULL	0	NULL	NULL	NULL	0
103868	0	0	南卡罗来纳大学	University of South Carolina		1	0	NULL	0	NULL	NULL	NULL	0
103881	0	0	南卫理公会大学	Southern Methodist University		1	0	NULL	0	NULL	NULL	NULL	0
103253	0	0	南哈萨克斯坦州立大学	Auezov South Kazakhstan State University (SKSU)		1	0	NULL	0	NULL	NULL	NULL	0
105335	0	0	南大河州联邦大学	Federal University of Rio Grande do Sul		1	0	NULL	0	NULL	NULL	NULL	0
105166	0	0	南威尔士大学	University of South Wales		1	0	NULL	0	NULL	NULL	NULL	0
102230	0	0	南宁地区教育学院			0	0	师范类	0	专科（高职）	广西	南宁市	0
102182	0	0	南宁学院			0	0	综合类	0	民办(本科)	广西	南宁市	0
